vendor_id,vendor_name,product_id,product_name
0001,Fry's Electronics,7778,Counterfeit flash drive [Kingston]
0002,Ingram,0002,passport00
0002,Ingram,7007,HPRT XT300
0011,Unknown,7788,counterfeit flash drive
001f,Walmart,0b21,AB13X Headset Adapter
0040,Anyware Corporation,073d,Mini Multimedia 2.4GHz Wireless Keyboard with Touch Pad
0053,Planex,5301,GW-US54ZGL 802.11bg
0078,Microntek,0006,Joystick
0079,DragonRise Inc.,0006,PC TWIN SHOCK Gamepad
0079,DragonRise Inc.,0011,Gamepad
0079,DragonRise Inc.,1800,Mayflash Wii U Pro Game Controller Adapter [DirectInput]
0079,DragonRise Inc.,181b,Venom Arcade Joystick
0079,DragonRise Inc.,1843,Mayflash GameCube Controller Adapter
0079,DragonRise Inc.,1844,Mayflash GameCube Controller
0080,Unknown,a001,JMS578 based SATA bridge
0085,"Boeye Technology Co., Ltd.",0600,eBook Reader
0105,Trust International B.V.,145f,NW-3100 802.11b/g 54Mbps Wireless Network Adapter [zd1211]
0127,IBP,0002,HDM Interface
0127,IBP,0127,ibp
0145,Unknown,0112,Card Reader
017c,MLK,145f,Trust Deskset
0200,TP-Link,0201,MA180 UMTS Modem
0204,"Chipsbank Microelectronics Co., Ltd",6025,CBM2080 / CBM2090 Flash drive controller
0204,"Chipsbank Microelectronics Co., Ltd",6026,CBM1180 Flash drive controller
0218,Hangzhou Worlde,0301,MIDI Port
02ad,"HUMAX Co., Ltd.",138c,PVR Mass Storage
0324,OCZ Technology Inc,bc06,OCZ ATV USB 2.0 Flash Drive
0324,OCZ Technology Inc,bc08,OCZ Rally2/ATV USB 2.0 Flash Drive
0325,OCZ Technology Inc,ac02,ATV Turbo / Rally2 Dual Channel USB 2.0 Flash Drive
0386,LTS,0001,PSX for USB Converter
03c3,ZWO,120e,ASI120MC-S Planetary Camera
03c3,ZWO,1f10,EFF
03c3,ZWO,294f,ASI294MC Pro
03d9,"Shenzhen Sinote Tech-Electron Co., Ltd",0499,SE340D PC Remote Control
03da,Bernd Walter Computer Technology,0002,HD44780 LCD interface
03e7,Intel,2150,Myriad VPU [Movidius Neural Compute Stick]
03e7,Intel,2485,Movidius MyriadX
03e7,Intel,f63b,Myriad VPU [Movidius Neural Compute Stick]
03e8,"EndPoints, Inc.",0004,SE401 Webcam
03e8,"EndPoints, Inc.",0008,101 Ethernet [klsi]
03e8,"EndPoints, Inc.",0015,ATAPI Enclosure
03e8,"EndPoints, Inc.",2123,SiPix StyleCam Deluxe
03e8,"EndPoints, Inc.",8004,Aox 99001
03eb,Atmel Corp.,0902,4-Port Hub
03eb,Atmel Corp.,2002,Mass Storage Device
03eb,Atmel Corp.,2015,at90usbkey sample firmware (HID keyboard)
03eb,Atmel Corp.,2018,at90usbkey sample firmware (CDC ACM)
03eb,Atmel Corp.,2019,stk525 sample firmware (microphone)
03eb,Atmel Corp.,201c,at90usbkey sample firmware (HID mouse)
03eb,Atmel Corp.,201d,at90usbkey sample firmware (HID generic)
03eb,Atmel Corp.,2022,at90usbkey sample firmware (composite device)
03eb,Atmel Corp.,2040,LUFA Test PID
03eb,Atmel Corp.,2041,LUFA Mouse Demo Application
03eb,Atmel Corp.,2042,LUFA Keyboard Demo Application
03eb,Atmel Corp.,2043,LUFA Joystick Demo Application
03eb,Atmel Corp.,2044,LUFA CDC Demo Application
03eb,Atmel Corp.,2045,LUFA Mass Storage Demo Application
03eb,Atmel Corp.,2046,LUFA Audio Output Demo Application
03eb,Atmel Corp.,2047,LUFA Audio Input Demo Application
03eb,Atmel Corp.,2048,LUFA MIDI Demo Application
03eb,Atmel Corp.,2049,Stripe Snoop Magnetic Stripe Reader
03eb,Atmel Corp.,204a,LUFA CDC Class Bootloader
03eb,Atmel Corp.,204b,LUFA USB to Serial Adapter Project
03eb,Atmel Corp.,204c,LUFA RNDIS Demo Application
03eb,Atmel Corp.,204d,LUFA Combined Mouse and Keyboard Demo Application
03eb,Atmel Corp.,204e,LUFA Dual CDC Demo Application
03eb,Atmel Corp.,204f,LUFA Generic HID Demo Application
03eb,Atmel Corp.,2060,Benito Programmer Project
03eb,Atmel Corp.,2061,LUFA Combined Mass Storage and Keyboard Demo Application
03eb,Atmel Corp.,2062,LUFA Combined CDC and Mouse Demo Application
03eb,Atmel Corp.,2063,LUFA Datalogger Device
03eb,Atmel Corp.,2064,Interfaceless Control-Only LUFA Devices
03eb,Atmel Corp.,2065,LUFA Test and Measurement Demo Application
03eb,Atmel Corp.,2066,LUFA Multiple Report HID Demo
03eb,Atmel Corp.,2067,LUFA HID Class Bootloader
03eb,Atmel Corp.,2068,LUFA Virtual Serial/Mass Storage Demo
03eb,Atmel Corp.,2069,LUFA Webserver Project
03eb,Atmel Corp.,2103,JTAG ICE mkII
03eb,Atmel Corp.,2104,AVR ISP mkII
03eb,Atmel Corp.,2105,AVRONE!
03eb,Atmel Corp.,2106,STK600 development board
03eb,Atmel Corp.,2107,AVR Dragon
03eb,Atmel Corp.,2109,STK541 ZigBee Development Board
03eb,Atmel Corp.,210a,AT86RF230 [RZUSBSTICK] transceiver
03eb,Atmel Corp.,210d,XPLAIN evaluation kit (CDC ACM)
03eb,Atmel Corp.,2110,AVR JTAGICE3 Debugger and Programmer
03eb,Atmel Corp.,2111,Xplained Pro board debugger and programmer
03eb,Atmel Corp.,2122,XMEGA-A1 Explained evaluation kit
03eb,Atmel Corp.,2140,AVR JTAGICE3 (v3.x) Debugger and Programmer
03eb,Atmel Corp.,2141,ICE debugger
03eb,Atmel Corp.,2145,ATMEGA328P-XMINI (CDC ACM)
03eb,Atmel Corp.,2310,EVK11xx evaluation board
03eb,Atmel Corp.,2404,The Micro
03eb,Atmel Corp.,2fe4,ATxmega32A4U DFU bootloader
03eb,Atmel Corp.,2fe6,Cactus V6 (DFU)
03eb,Atmel Corp.,2fea,Cactus RF60 (DFU)
03eb,Atmel Corp.,2fee,atmega8u2 DFU bootloader
03eb,Atmel Corp.,2fef,atmega16u2 DFU bootloader
03eb,Atmel Corp.,2ff0,atmega32u2 DFU bootloader
03eb,Atmel Corp.,2ff1,at32uc3a3 DFU bootloader
03eb,Atmel Corp.,2ff3,atmega16u4 DFU bootloader
03eb,Atmel Corp.,2ff4,atmega32u4 DFU bootloader
03eb,Atmel Corp.,2ff6,at32uc3b0/1 DFU bootloader
03eb,Atmel Corp.,2ff7,at90usb82 DFU bootloader
03eb,Atmel Corp.,2ff8,at32uc3a0/1 DFU bootloader
03eb,Atmel Corp.,2ff9,at90usb646/647 DFU bootloader
03eb,Atmel Corp.,2ffa,at90usb162 DFU bootloader
03eb,Atmel Corp.,2ffb,at90usb AVR DFU bootloader
03eb,Atmel Corp.,2ffd,at89c5130/c5131 DFU bootloader
03eb,Atmel Corp.,2fff,at89c5132/c51snd1c DFU bootloader
03eb,Atmel Corp.,3301,at43301 4-Port Hub
03eb,Atmel Corp.,3312,4-Port Hub
03eb,Atmel Corp.,4102,AirVast W-Buddie WN210
03eb,Atmel Corp.,5601,at76c510 Prism-II 802.11b Access Point
03eb,Atmel Corp.,5603,Cisco 7920 WiFi IP Phone
03eb,Atmel Corp.,6119,AT91SAM CDC Demo Application
03eb,Atmel Corp.,6124,at91sam SAMBA bootloader
03eb,Atmel Corp.,6127,AT91SAM HID Keyboard Demo Application
03eb,Atmel Corp.,6129,AT91SAM Mass Storage Demo Application
03eb,Atmel Corp.,6200,AT91SAM HID Mouse Demo Application
03eb,Atmel Corp.,7603,D-Link DWL-120 802.11b Wireless Adapter [Atmel at76c503a]
03eb,Atmel Corp.,7604,at76c503a 802.11b Adapter
03eb,Atmel Corp.,7605,at76c503a 802.11b Adapter
03eb,Atmel Corp.,7606,at76c505 802.11b Adapter
03eb,Atmel Corp.,7611,at76c510 rfmd2948 802.11b Access Point
03eb,Atmel Corp.,7613,WL-1130 USB
03eb,Atmel Corp.,7614,AT76c505a Wireless Adapter
03eb,Atmel Corp.,7615,AT76C505AMX Wireless Adapter
03eb,Atmel Corp.,7617,AT76C505AS Wireless Adapter
03eb,Atmel Corp.,7800,Mini Album
03eb,Atmel Corp.,800c,Airspy HF+
03eb,Atmel Corp.,ff01,WootingOne
03eb,Atmel Corp.,ff02,WootingTwo
03eb,Atmel Corp.,ff07,Tux Droid fish dongle
03ee,Mitsumi,0000,CD-R/RW Drive
03ee,Mitsumi,2501,eHome Infrared Receiver
03ee,Mitsumi,2502,eHome Infrared Receiver
03ee,Mitsumi,5609,Japanese Keyboard
03ee,Mitsumi,641f,WIF-0402C Bluetooth Adapter
03ee,Mitsumi,6438,Bluetooth Device
03ee,Mitsumi,6440,WML-C52APR Bluetooth Adapter
03ee,Mitsumi,6901,SmartDisk FDD
03ee,Mitsumi,6902,Floppy Disk Drive
03ee,Mitsumi,7500,CD-R/RW
03ee,Mitsumi,ffff,Dongle with BlueCore in DFU mode
03f0,"HP, Inc",0004,DeskJet 895c
03f0,"HP, Inc",0011,OfficeJet G55
03f0,"HP, Inc",0012,DeskJet 1125C Printer Port
03f0,"HP, Inc",0024,KU-0316 Keyboard
03f0,"HP, Inc",002a,LaserJet P1102
03f0,"HP, Inc",0053,DeskJet 2620 All-in-One Printer
03f0,"HP, Inc",0101,ScanJet 4100c
03f0,"HP, Inc",0102,PhotoSmart S20
03f0,"HP, Inc",0104,DeskJet 880c/970c
03f0,"HP, Inc",0105,ScanJet 4200c
03f0,"HP, Inc",0107,CD-Writer Plus
03f0,"HP, Inc",010c,Multimedia Keyboard Hub
03f0,"HP, Inc",0111,G55xi Printer/Scanner/Copier
03f0,"HP, Inc",0117,LaserJet 3200
03f0,"HP, Inc",011c,hn210w 802.11b Adapter
03f0,"HP, Inc",011d,Bluetooth 1.2 Interface [Broadcom BCM2035]
03f0,"HP, Inc",0121,"HP 39g+ [F2224A], 39gs [F2223A], 40gs [F2225A], 48gII [F2226A], 49g+ [F2228A], 50g [F2229A, NW240AA]"
03f0,"HP, Inc",0122,HID Internet Keyboard
03f0,"HP, Inc",0125,DAT72 Tape
03f0,"HP, Inc",0139,Barcode Scanner 4430
03f0,"HP, Inc",0201,ScanJet 6200c
03f0,"HP, Inc",0202,PhotoSmart S20
03f0,"HP, Inc",0204,DeskJet 815c
03f0,"HP, Inc",0205,ScanJet 3300c
03f0,"HP, Inc",0207,CD-Writer Plus 8200e
03f0,"HP, Inc",020c,Multimedia Keyboard
03f0,"HP, Inc",0211,OfficeJet G85
03f0,"HP, Inc",0212,DeskJet 1220C
03f0,"HP, Inc",0217,LaserJet 2200
03f0,"HP, Inc",0218,APOLLO P2500/2600
03f0,"HP, Inc",0221,StreamSmart 400 [F2235AA]
03f0,"HP, Inc",0223,Digital Drive Flash Reader
03f0,"HP, Inc",022a,LaserJet CP1525nw/x
03f0,"HP, Inc",0241,Link-5 micro dongle
03f0,"HP, Inc",0304,DeskJet 810c/812c
03f0,"HP, Inc",0305,ScanJet 4300c
03f0,"HP, Inc",0307,CD-Writer+ CD-4e
03f0,"HP, Inc",0311,OfficeJet G85xi
03f0,"HP, Inc",0312,Color Inkjet CP1700
03f0,"HP, Inc",0314,designjet 30/130 series
03f0,"HP, Inc",0317,LaserJet 1200
03f0,"HP, Inc",0324,SK-2885 keyboard
03f0,"HP, Inc",034a,Elite Keyboard
03f0,"HP, Inc",0401,ScanJet 5200c
03f0,"HP, Inc",0404,DeskJet 830c/832c
03f0,"HP, Inc",0405,ScanJet 3400cse
03f0,"HP, Inc",0411,OfficeJet G95
03f0,"HP, Inc",0412,Printing Support
03f0,"HP, Inc",0417,LaserJet 1200 series
03f0,"HP, Inc",0423,HS-COMBO Cardreader
03f0,"HP, Inc",042a,LaserJet M1132 MFP
03f0,"HP, Inc",0441,"Prime [NW280AA, G8X92AA]"
03f0,"HP, Inc",0504,DeskJet 885c
03f0,"HP, Inc",0505,ScanJet 2100c
03f0,"HP, Inc",0507,DVD+RW
03f0,"HP, Inc",050c,5219 Wireless Keyboard
03f0,"HP, Inc",0511,OfficeJet K60
03f0,"HP, Inc",0512,DeskJet 450
03f0,"HP, Inc",0517,LaserJet 1000
03f0,"HP, Inc",051d,Bluetooth Interface
03f0,"HP, Inc",052a,LaserJet M1212nf MFP
03f0,"HP, Inc",0601,ScanJet 6300c
03f0,"HP, Inc",0604,DeskJet 840c
03f0,"HP, Inc",0605,ScanJet 2200c
03f0,"HP, Inc",0610,Z24i Monitor Hub
03f0,"HP, Inc",0611,OfficeJet K60xi
03f0,"HP, Inc",0612,business inkjet 3000
03f0,"HP, Inc",0624,Bluetooth Dongle
03f0,"HP, Inc",0641,X1200 Optical Mouse
03f0,"HP, Inc",0653,DeskJet 3700 series
03f0,"HP, Inc",0701,ScanJet 5300c/5370c
03f0,"HP, Inc",0704,DeskJet 825c
03f0,"HP, Inc",0705,ScanJet 4400c
03f0,"HP, Inc",070c,Personal Media Drive
03f0,"HP, Inc",0711,OfficeJet K80
03f0,"HP, Inc",0712,DeskJet 1180c
03f0,"HP, Inc",0714,Printing Support
03f0,"HP, Inc",0741,Prime Wireless Kit [FOK65AA]
03f0,"HP, Inc",0801,ScanJet 7400c
03f0,"HP, Inc",0804,DeskJet 816c
03f0,"HP, Inc",0805,HP4470C
03f0,"HP, Inc",0811,OfficeJet K80xi
03f0,"HP, Inc",0817,LaserJet 3300
03f0,"HP, Inc",0853,ENVY 5000 series
03f0,"HP, Inc",0901,ScanJet 2300c
03f0,"HP, Inc",0904,DeskJet 845c
03f0,"HP, Inc",0912,Printing Support
03f0,"HP, Inc",0917,LaserJet 3330
03f0,"HP, Inc",0924,Modular Smartcard Keyboard
03f0,"HP, Inc",0941,X500 Optical Mouse
03f0,"HP, Inc",094a,Optical Mouse [672662-001]
03f0,"HP, Inc",0a01,ScanJet 2400c
03f0,"HP, Inc",0a17,color LaserJet 3700
03f0,"HP, Inc",0b01,ScanJet 82x0C
03f0,"HP, Inc",0b0c,Wireless Keyboard and Optical Mouse receiver
03f0,"HP, Inc",0b17,LaserJet 2300d
03f0,"HP, Inc",0c17,LaserJet 1010
03f0,"HP, Inc",0c24,Bluetooth Dongle
03f0,"HP, Inc",0d12,OfficeJet 9100 series
03f0,"HP, Inc",0d17,LaserJet 1012
03f0,"HP, Inc",0d4a,SK-2025 Keyboard
03f0,"HP, Inc",0e17,LaserJet 1015
03f0,"HP, Inc",0f0c,Wireless Keyboard and Optical Mouse receiver
03f0,"HP, Inc",0f11,OfficeJet V40
03f0,"HP, Inc",0f12,Printing Support
03f0,"HP, Inc",0f17,LaserJet 1150
03f0,"HP, Inc",0f2a,LaserJet 400 color M451dn
03f0,"HP, Inc",1001,Photo Scanner 1000
03f0,"HP, Inc",1002,PhotoSmart 140 series
03f0,"HP, Inc",1004,DeskJet 970c/970cse
03f0,"HP, Inc",1005,ScanJet 5400c
03f0,"HP, Inc",1011,OfficeJet V40xi
03f0,"HP, Inc",1016,Jornada 548 / iPAQ HW6515 Pocket PC
03f0,"HP, Inc",1017,LaserJet 1300
03f0,"HP, Inc",1024,Smart Card Keyboard
03f0,"HP, Inc",1027,Virtual keyboard and mouse
03f0,"HP, Inc",102a,LaserJet Professional P 1102w
03f0,"HP, Inc",1102,PhotoSmart 240 series
03f0,"HP, Inc",1104,DeskJet 959c
03f0,"HP, Inc",1105,ScanJet 5470c/5490c
03f0,"HP, Inc",1111,OfficeJet v60
03f0,"HP, Inc",1116,Jornada 568 Pocket PC
03f0,"HP, Inc",1117,LaserJet 1300n
03f0,"HP, Inc",1151,PSC-750xi Printer/Scanner/Copier
03f0,"HP, Inc",1198,HID-compliant mouse
03f0,"HP, Inc",1202,PhotoSmart 320 series
03f0,"HP, Inc",1204,DeskJet 930c
03f0,"HP, Inc",1205,ScanJet 4500C/5550C
03f0,"HP, Inc",1211,OfficeJet v60xi
03f0,"HP, Inc",1217,LaserJet 2300L
03f0,"HP, Inc",1227,Virtual CD-ROM
03f0,"HP, Inc",1302,PhotoSmart 370 series
03f0,"HP, Inc",1305,ScanJet 4570c
03f0,"HP, Inc",1311,OfficeJet V30
03f0,"HP, Inc",1312,DeskJet 460
03f0,"HP, Inc",1317,LaserJet 1005
03f0,"HP, Inc",1327,iLO Virtual Hub
03f0,"HP, Inc",134a,Optical Mouse
03f0,"HP, Inc",1405,ScanJet 3670
03f0,"HP, Inc",1411,PSC 750
03f0,"HP, Inc",1424,f2105 Monitor Hub
03f0,"HP, Inc",1502,PhotoSmart 420 series
03f0,"HP, Inc",1504,DeskJet 920c
03f0,"HP, Inc",150c,Mood Lighting (Microchip Technology Inc.)
03f0,"HP, Inc",1511,PSC 750xi
03f0,"HP, Inc",1512,Printing Support
03f0,"HP, Inc",1517,color LaserJet 3500
03f0,"HP, Inc",1524,Smart Card Keyboard - KR
03f0,"HP, Inc",1539,Mini Magnetic Stripe Reader
03f0,"HP, Inc",1541,Prime [G8X92AA]
03f0,"HP, Inc",154a,Laser Mouse
03f0,"HP, Inc",1602,PhotoSmart 330 series
03f0,"HP, Inc",1604,DeskJet 940c
03f0,"HP, Inc",1605,ScanJet 5530C PhotoSmart
03f0,"HP, Inc",1611,psc 780
03f0,"HP, Inc",1617,LaserJet 3015
03f0,"HP, Inc",161d,Wireless Rechargeable Optical Mouse (HID)
03f0,"HP, Inc",1624,Smart Card Keyboard - JP
03f0,"HP, Inc",1647,Z27n G2 Monitor Hub
03f0,"HP, Inc",1702,PhotoSmart 380 series
03f0,"HP, Inc",1704,DeskJet 948C
03f0,"HP, Inc",1705,ScanJet 5590
03f0,"HP, Inc",1711,psc 780xi
03f0,"HP, Inc",1712,Printing Support
03f0,"HP, Inc",1717,LaserJet 3020
03f0,"HP, Inc",171d,Bluetooth 2.0 Interface [Broadcom BCM2045]
03f0,"HP, Inc",1801,Inkjet P-2000U
03f0,"HP, Inc",1802,PhotoSmart 470 series
03f0,"HP, Inc",1804,DeskJet 916C
03f0,"HP, Inc",1805,ScanJet 7650
03f0,"HP, Inc",1811,PSC 720
03f0,"HP, Inc",1812,OfficeJet Pro K550
03f0,"HP, Inc",1817,LaserJet 3030
03f0,"HP, Inc",181d,Bluetooth 2.0 Interface
03f0,"HP, Inc",1902,PhotoSmart A430 series
03f0,"HP, Inc",1904,DeskJet 3820
03f0,"HP, Inc",1911,OfficeJet V45
03f0,"HP, Inc",1917,LaserJet 3380
03f0,"HP, Inc",1a02,PhotoSmart A510 series
03f0,"HP, Inc",1a11,OfficeJet 5100 series
03f0,"HP, Inc",1a17,color LaserJet 4650
03f0,"HP, Inc",1b02,PhotoSmart A610 series
03f0,"HP, Inc",1b04,DeskJet 3810
03f0,"HP, Inc",1b05,ScanJet 4850C/4890C
03f0,"HP, Inc",1b07,Premium Starter Webcam
03f0,"HP, Inc",1c02,PhotoSmart A710 series
03f0,"HP, Inc",1c17,Color LaserJet 2550l
03f0,"HP, Inc",1d02,PhotoSmart A310 series
03f0,"HP, Inc",1d17,LaserJet 1320
03f0,"HP, Inc",1d24,Barcode scanner
03f0,"HP, Inc",1e02,PhotoSmart A320 Printer series
03f0,"HP, Inc",1e11,PSC-950
03f0,"HP, Inc",1e17,LaserJet 1160 series
03f0,"HP, Inc",1f02,PhotoSmart A440 Printer series
03f0,"HP, Inc",1f11,PSC 920
03f0,"HP, Inc",1f12,OfficeJet Pro K5300
03f0,"HP, Inc",1f17,color LaserJet 5550
03f0,"HP, Inc",1f1d,un2400 Gobi Wireless Modem
03f0,"HP, Inc",2001,Floppy
03f0,"HP, Inc",2002,Hub
03f0,"HP, Inc",2004,DeskJet 640c
03f0,"HP, Inc",2005,ScanJet 3570c
03f0,"HP, Inc",2012,OfficeJet Pro K5400
03f0,"HP, Inc",201d,un2400 Gobi Wireless Modem (QDL mode)
03f0,"HP, Inc",2039,Cashdrawer
03f0,"HP, Inc",2102,PhotoSmart 7345
03f0,"HP, Inc",2104,DeskJet 630c
03f0,"HP, Inc",2112,OfficeJet Pro L7500
03f0,"HP, Inc",211d,Sierra MC5725 [ev2210]
03f0,"HP, Inc",2202,PhotoSmart 7600 series
03f0,"HP, Inc",2205,ScanJet 3500c
03f0,"HP, Inc",2212,OfficeJet Pro L7600
03f0,"HP, Inc",2217,color LaserJet 9500 MFP
03f0,"HP, Inc",222a,LaserJet Pro MFP M125nw
03f0,"HP, Inc",2302,PhotoSmart 7600 series
03f0,"HP, Inc",2304,DeskJet 656c
03f0,"HP, Inc",2305,ScanJet 3970c
03f0,"HP, Inc",2311,OfficeJet d series
03f0,"HP, Inc",2312,OfficeJet Pro L7700
03f0,"HP, Inc",2317,LaserJet 4350
03f0,"HP, Inc",231d,Broadcom 2070 Bluetooth Combo
03f0,"HP, Inc",2402,PhotoSmart 7700 series
03f0,"HP, Inc",2404,Deskjet F2280 series
03f0,"HP, Inc",2405,ScanJet 4070 PhotoSmart
03f0,"HP, Inc",2417,LaserJet 4250
03f0,"HP, Inc",241d,Gobi 2000 Wireless Modem (QDL mode)
03f0,"HP, Inc",2424,"LP1965 19"" Monitor Hub"
03f0,"HP, Inc",2441,Prime G2 [2AP18AA]
03f0,"HP, Inc",2502,PhotoSmart 7700 series
03f0,"HP, Inc",2504,DeskJet F4200 series
03f0,"HP, Inc",2505,ScanJet 3770
03f0,"HP, Inc",2512,OfficeJet Pro L7300 / Compaq LA2405 series monitor
03f0,"HP, Inc",2514,4-port hub
03f0,"HP, Inc",2517,LaserJet 2410
03f0,"HP, Inc",251d,Gobi 2000 Wireless Modem
03f0,"HP, Inc",2524,"LP3065 30"" Monitor Hub"
03f0,"HP, Inc",2602,PhotoSmart A520 series
03f0,"HP, Inc",2605,ScanJet 3800c
03f0,"HP, Inc",2611,OfficeJet 7100 series
03f0,"HP, Inc",2617,Color LaserJet 2820 series
03f0,"HP, Inc",2624,Pole Display (HP522 2 x 20 Line Display)
03f0,"HP, Inc",2702,PhotoSmart A620 series
03f0,"HP, Inc",2704,DeskJet 915
03f0,"HP, Inc",2717,Color LaserJet 2830
03f0,"HP, Inc",2724,Magnetic Stripe Reader IDRA-334133-HP
03f0,"HP, Inc",2805,Scanjet G2710
03f0,"HP, Inc",2811,PSC-2100
03f0,"HP, Inc",2817,Color LaserJet 2840
03f0,"HP, Inc",2841,OMEN MINDFRAME [3XT27AA]
03f0,"HP, Inc",2902,PhotoSmart A820 series
03f0,"HP, Inc",2911,PSC 2200
03f0,"HP, Inc",2917,LaserJet 2420
03f0,"HP, Inc",2a11,PSC 2150 series
03f0,"HP, Inc",2a17,LaserJet 2430
03f0,"HP, Inc",2a1d,Integrated Module with Bluetooth 2.1 Wireless technology
03f0,"HP, Inc",2b11,PSC 2170 series
03f0,"HP, Inc",2b17,LaserJet 1020
03f0,"HP, Inc",2b4a,Business Slim Keyboard
03f0,"HP, Inc",2c12,Officejet J4680
03f0,"HP, Inc",2c17,LaserJet 1022
03f0,"HP, Inc",2c24,Logitech M-UAL-96 Mouse
03f0,"HP, Inc",2d05,Scanjet 7000
03f0,"HP, Inc",2d11,OfficeJet 6110
03f0,"HP, Inc",2d17,Printing Support
03f0,"HP, Inc",2d2a,LaserJet Pro MFP M225dw
03f0,"HP, Inc",2e11,PSC 1000
03f0,"HP, Inc",2e17,LaserJet 2600n
03f0,"HP, Inc",2e24,LP2275w Monitor Hub
03f0,"HP, Inc",2f11,PSC 1200
03f0,"HP, Inc",2f17,Color LaserJet 2605dn
03f0,"HP, Inc",2f24,LP2475w Monitor Hub
03f0,"HP, Inc",3002,PhotoSmart P1000
03f0,"HP, Inc",3004,DeskJet 980c
03f0,"HP, Inc",3005,ScanJet 4670v
03f0,"HP, Inc",3011,PSC 1100 series
03f0,"HP, Inc",3017,Printing Support
03f0,"HP, Inc",304a,Slim Keyboard
03f0,"HP, Inc",3102,PhotoSmart P1100 Printer w/ Card Reader
03f0,"HP, Inc",3104,DeskJet 960c
03f0,"HP, Inc",3111,OfficeJet 4100 series
03f0,"HP, Inc",3117,EWS 2605dtn
03f0,"HP, Inc",311d,Atheros AR9285 Malbec Bluetooth Adapter
03f0,"HP, Inc",312a,LaserJet Pro M701n
03f0,"HP, Inc",3202,PhotoSmart 1215
03f0,"HP, Inc",3207,4 GB flash drive
03f0,"HP, Inc",3211,OfficeJet 4105 series
03f0,"HP, Inc",3217,LaserJet 3050
03f0,"HP, Inc",3302,PhotoSmart 1218
03f0,"HP, Inc",3304,DeskJet 990c
03f0,"HP, Inc",3307,v125w Stick
03f0,"HP, Inc",3312,OfficeJet J6410
03f0,"HP, Inc",3317,LaserJet 3052
03f0,"HP, Inc",3402,PhotoSmart 1115
03f0,"HP, Inc",3404,DeskJet 6122
03f0,"HP, Inc",3417,LaserJet 3055
03f0,"HP, Inc",3502,PhotoSmart 230
03f0,"HP, Inc",3504,DeskJet 6127c
03f0,"HP, Inc",3511,PSC 2300
03f0,"HP, Inc",3517,LaserJet 3390
03f0,"HP, Inc",354a,Slim Keyboard
03f0,"HP, Inc",3602,PhotoSmart 1315
03f0,"HP, Inc",3611,PSC 2410 PhotoSmart
03f0,"HP, Inc",3612,Officejet Pro 8000 A809
03f0,"HP, Inc",3617,Color LaserJet 2605
03f0,"HP, Inc",3711,PSC 2500
03f0,"HP, Inc",3717,EWS UPD
03f0,"HP, Inc",3724,Webcam
03f0,"HP, Inc",3802,PhotoSmart 100
03f0,"HP, Inc",3807,c485w Flash Drive
03f0,"HP, Inc",3817,LaserJet P2015 series
03f0,"HP, Inc",3902,PhotoSmart 130
03f0,"HP, Inc",3912,Officejet Pro 8500
03f0,"HP, Inc",3917,LaserJet P2014
03f0,"HP, Inc",3a02,PhotoSmart 7150
03f0,"HP, Inc",3a11,OfficeJet 5500 series
03f0,"HP, Inc",3a17,Printing Support
03f0,"HP, Inc",3a1d,hs2340 HSPA+ mobile broadband
03f0,"HP, Inc",3b02,PhotoSmart 7150~
03f0,"HP, Inc",3b05,Scanjet N8460
03f0,"HP, Inc",3b11,PSC 1300 series
03f0,"HP, Inc",3b17,LaserJet M1005 MFP
03f0,"HP, Inc",3b2a,Color LaserJet MFP M277dw
03f0,"HP, Inc",3c02,PhotoSmart 7350
03f0,"HP, Inc",3c05,Scanjet Professional 1000 Mobile Scanner
03f0,"HP, Inc",3c11,PSC 1358
03f0,"HP, Inc",3c17,EWS UPD
03f0,"HP, Inc",3d02,PhotoSmart 7350~
03f0,"HP, Inc",3d11,OfficeJet 4215
03f0,"HP, Inc",3d17,LaserJet P1005
03f0,"HP, Inc",3e02,PhotoSmart 7550
03f0,"HP, Inc",3e07,x755w Flash Drive
03f0,"HP, Inc",3e17,LaserJet P1006
03f0,"HP, Inc",3f02,PhotoSmart 7550~
03f0,"HP, Inc",3f11,PSC-1315/PSC-1317
03f0,"HP, Inc",3f17,Laserjet P1505
03f0,"HP, Inc",4002,PhotoSmart 635/715/720/735/935/E337 (storage)
03f0,"HP, Inc",4004,CP1160
03f0,"HP, Inc",4102,PhotoSmart 618
03f0,"HP, Inc",4105,ScanJet 4370
03f0,"HP, Inc",4111,OfficeJet 7200 series
03f0,"HP, Inc",4117,LaserJet 1018
03f0,"HP, Inc",4202,PhotoSmart 812
03f0,"HP, Inc",4205,ScanJet G3010
03f0,"HP, Inc",4211,OfficeJet 7300 series
03f0,"HP, Inc",4217,EWS CM1015
03f0,"HP, Inc",4302,PhotoSmart 850 (ptp)
03f0,"HP, Inc",4305,ScanJet G3110
03f0,"HP, Inc",4311,OfficeJet 7400 series
03f0,"HP, Inc",4317,Color LaserJet CM1017
03f0,"HP, Inc",4402,PhotoSmart 935 (ptp)
03f0,"HP, Inc",4417,EWS UPD
03f0,"HP, Inc",4502,PhotoSmart 945 (PTP mode)
03f0,"HP, Inc",4505,ScanJet G4010
03f0,"HP, Inc",4507,External HDD
03f0,"HP, Inc",4511,PhotoSmart 2600
03f0,"HP, Inc",4512,E709n [Officejet 6500 Wireless]
